"from","to","weight"
"SLC32A1","GRIA2",742
"SLC32A1","CPLX1",739
"SLC32A1","GABRD",560
"SLC32A1","SNAP25",838
"SLC32A1","CPLX2",428
"PIGU","PLAUR",423
"IDH3G","FLNC",498
"MXRA5","COL5A1",581
"MXRA5","COL5A2",584
"MXRA5","COL6A3",498
"MXRA5","LUM",439
"MXRA5","COL1A2",579
"MXRA5","BGN",416
"MXRA5","COL1A1",649
"MXRA5","COL3A1",646
"GUCY2F","NPPA",573
"ATP1B4","ATP1A3",966
"GLRA2","GRIA4",416
"F9","CFI",673
"F9","SERPING1",462
"F9","F3",994
"F9","PLAU",652
"F9","PLAUR",592
"F9","SERPINA1",630
"F9","SERPINE1",438
"TIMP1","HGF",745
"TIMP1","SELE",434
"TIMP1","VTN",517
"TIMP1","CST3",699
"TIMP1","IL5",445
"TIMP1","ADAM17",725
"TIMP1","IL23A",431
"TIMP1","TBC1D25",635
"TIMP1","RETNLB",521
"TIMP1","NID2",458
"TIMP1","ENG",431
"TIMP1","LGALS3BP",558
"TIMP1","PDPN",498
"TIMP1","CTSK",425
"TIMP1","IL10",954
"TIMP1","CXCL8",780
"TIMP1","VCAN",496
"TIMP1","TIMP3",689
"TIMP1","ZNF81",603
"TIMP1","FGF5",520
"TIMP1","HBEGF",485
"TIMP1","MMP19",563
"TIMP1","HLA-DPA1",438
"TIMP1","HDAC7",492
"TIMP1","MMP16",777
"TIMP1","B2M",598
"TIMP1","KRT19",554
"TIMP1","POMC",488
"TIMP1","CSF1",686
"TIMP1","SMAD7",473
"TIMP1","FLT1",445
"TIMP1","PLAUR",768
"TIMP1","MMP9",999
"TIMP1","CXCL12",737
"TIMP1","ANXA1",451
"TIMP1","FGF8",495
"TIMP1","PLAU",686
"TIMP1","TNFRSF1A",873
"TIMP1","CCL11",491
"TIMP1","SYP",410
"TIMP1","AKT1",607
"TIMP1","TNFRSF1B",470
"TIMP1","CBS",499
"TIMP1","FBN1",519
"TIMP1","EGFR",521
"TIMP1","CD163",421
"TIMP1","CXCL1",663
"TIMP1","CD63",998
"TIMP1","PITRM1",621
"TIMP1","ANGPT2",501
"TIMP1","EMILIN1",405
"TIMP1","MAPK3",524
"TIMP1","FGF22",520
"TIMP1","CSF3",507
"TIMP1","LUM",659
"TIMP1","APOA1",569
"TIMP1","FOS",462
"TIMP1","FGF9",522
"TIMP1","PTEN",405
"TIMP1","ANG",647
"TIMP1","MMP7",925
"TIMP1","RHOA",431
"TIMP1","ACTA2",503
"TIMP1","SERPINA1",692
"TIMP1","CCN1",598
"TIMP1","QSOX1",493
"TIMP1","IFNG",760
"TIMP1","CSF2",544
"TIMP1","CD34",539
"TIMP1","CTSB",447
"TIMP1","APP",577
"TIMP1","IL11",422
"TIMP1","ALB",737
"TIMP1","FGF17",520
"TIMP1","LIF",598
"TIMP1","MMP20",433
"TIMP1","CCL17",601
"TIMP1","FGF13",463
"TIMP1","VWF",668
"TIMP1","VCAM1",577
"TIMP1","VEGFC",427
"TIMP1","SCARB1",617
"TIMP1","CCND1",465
"TIMP1","ITGB1",753
"TIMP1","CXCL13",418
"TIMP1","CD8A",418
"TIMP1","MMP3",999
"TIMP1","ERVW-1",677
"TIMP1","DPP4",605
"TIMP1","SERPINE1",840
"TIMP1","HSPA5",525
"TIMP1","SERPINB2",423
"TIMP1","MMP8",835
"TIMP1","ASPSCR1",424
"TIMP1","CTNNB1",482
"TIMP1","LGALS1",517
"TIMP1","FGF2",770
"TIMP1","GZMB",467
"TIMP1","CYS1",578
"TIMP1","LEP",507
"TIMP1","MMP12",923
"TIMP1","ZNF41",626
"TIMP1","PPBP",424
"TIMP1","SERPINF1",609
"TIMP1","LOX",649
"TIMP1","ADIPOR1",443
"TIMP1","ADAMTS5",731
"TIMP1","FGF7",584
"TIMP1","PPARG",544
"TIMP1","ACAN",646
"TIMP1","SYN1",532
"TIMP1","MMP15",677
"TIMP1","ANXA5",516
"TIMP1","ADAM10",518
"TIMP1","COL5A1",626
"TIMP1","CLU",444
"TIMP1","CCL20",651
"TIMP1","COL5A2",443
"TIMP1","GPT",667
"TIMP1","A2M",736
"TIMP1","IL1RN",439
"TIMP1","COL6A3",447
"TIMP1","THBS2",561
"TIMP1","VEGFB",450
"TIMP1","STAT6",622
"TIMP1","TGFA",440
"TIMP1","MMP14",999
"TIMP1","PLG",743
"TIMP1","MMP21",407
"TIMP1","COL4A1",498
"TIMP1","CRP",571
"TIMP1","TGFBR2",454
"TIMP1","FASLG",410
"TIMP1","TGFBR1",435
"TIMP1","CD82",599
"TIMP1","MINDY3",443
"TIMP1","MRC1",536
"TIMP1","MAOA",454
"TIMP1","RECK",537
"TIMP1","TGFB2",696
"TIMP1","MMP27",422
"TIMP1","IGFBP3",616
"TIMP1","LTBP2",562
"TIMP1","LGALS3",743
"TIMP1","POSTN",532
"TIMP1","NFKBIA",431
"TIMP1","OSM",640
"TIMP1","SERPINH1",492
"TIMP1","DCN",586
"TIMP1","HPX",777
"TIMP1","RETN",510
"TIMP1","ANGPT1",497
"TIMP1","ERBB2",469
"TIMP1","PTGS2",566
"TIMP1","BSG",469
"TIMP1","ADAMTS4",775
"TIMP1","GDF15",480
"TIMP1","ELSPBP1",476
"TIMP1","FGFR2",773
"TIMP1","ACE",462
"TIMP1","ADAMTS7",451
"TIMP1","COL6A1",430
"TIMP1","MMP25",701
"TIMP1","SNAI1",463
"TIMP1","NCAM1",526
"TIMP1","ASTL",729
"TIMP1","TLR4",664
"TIMP1","ANGPTL4",504
"TIMP1","CD36",617
"TIMP1","SYN3",432
"TIMP1","MMP2",997
"TIMP1","PTPRC",426
"TIMP1","HP",404
"TIMP1","HMOX1",454
"TIMP1","MMP11",625
"TIMP1","MMP23B",544
"TIMP1","KNG1",569
"TIMP1","CTSS",763
"TIMP1","COL17A1",444
"TIMP1","S100A6",401
"TIMP1","PXDN",532
"TIMP1","NOS3",415
"TIMP1","CD44",922
"TIMP1","EFEMP1",608
"TIMP1","MMP1",999
"TIMP1","CXCR4",452
"TIMP1","TNF",727
"TIMP1","IL1B",791
"TIMP1","REN",463
"TIMP1","CXCL5",590
"TIMP1","ADAMTS1",549
"TIMP1","THBS1",762
"TIMP1","XYLT1",414
"TIMP1","LTBP3",537
"TIMP1","GAS6",501
"TIMP1","ADAMTS2",405
"TIMP1","FGF1",619
"TIMP1","COL3A1",678
"TIMP1","ITIH2",435
"TIMP1","SCARB2",605
"TIMP1","CTLA4",456
"TIMP1","MMP24",756
"TIMP1","SOX9",406
"TIMP1","MMP17",706
"TIMP1","PRCC",424
"TIMP1","THY1",632
"TIMP1","TGFBI",491
"TIMP1","PPARA",415
"TIMP1","PTX3",493
"TIMP1","STAT1",574
"TIMP1","FAM20A",461
"TIMP1","ZNF182",695
"TIMP1","MMP13",886
"TIMP1","NT5E",584
"TIMP1","CD4",463
"TIMP1","ITGA5",519
"TIMP1","CDKN1A",426
"TIMP1","SERPINE2",453
"TIMP1","S100A11",446
"TIMP1","BECN1",518
"TIMP1","KERA",488
"TIMP1","NFKB1",704
"TIMP1","ACTB",604
"TIMP1","CFP",490
"TIMP1","COL1A1",842
"TIMP1","TREM1",415
"TIMP1","TFE3",476
"TIMP1","ECM1",610
"TIMP1","CD68",554
"TIMP1","GAPDH",643
"TIMP1","AHSG",518
"TIMP1","CASP3",522
"TIMP1","IL1A",672
"TIMP1","HSPG2",433
"TIMP1","TGFB3",561
"TIMP1","IGF1",586
"TIMP1","KRT18",572
"TIMP1","FGF16",520
"TIMP1","IL18",485
"TIMP1","TIMP4",576
"TIMP1","CTSV",705
"TIMP1","FGF10",496
"TIMP1","CD93",424
"TIMP1","PF4",447
"TIMP1","IL13",702
"TIMP1","SERPINF2",487
"TIMP1","FBLN2",554
"TIMP1","BMP7",569
"TIMP1","AGT",578
"TIMP1","IL17F",500
"TIMP1","FGF4",522
"TIMP1","ETS1",541
"TIMP1","MYC",446
"TIMP1","MMP28",589
"TIMP1","FGA",659
"TIMP1","",471
"TIMP1","TIMP2",582
"TIMP1","FMOD",414
"TIMP1","PECAM1",500
"TIMP1","CXCR3",500
"TIMP1","BCL2",519
"TIMP1","GOT2",463
"TIMP1","ICAM1",825
"TIMP1","COL2A1",407
"TIMP1","INS",519
"TIMP1","IL2",487
"TIMP1","CHI3L1",511
"TIMP1","ADAMTS3",745
"TIMP1","VIM",550
"TIMP1","CAV1",446
"TIMP1","IL1R2",465
"TIMP1","HIF1A",571
"TIMP1","FURIN",645
"TIMP1","PLAT",562
"TIMP1","MPO",515
"TIMP1","SOCS3",588
"TIMP1","SPARC",529
"TIMP1","CX3CL1",450
"TIMP1","MMP26",506
"TIMP1","IGFBP7",443
"TIMP1","TNFAIP6",443
"TIMP1","ERV3-1",673
"TIMP1","SMAD2",600
"TIMP1","IGFBP1",616
"TIMP1","CCL2",867
"TIMP1","BGN",578
"TIMP1","FGF18",521
"TIMP1","CCL3",555
"TIMP1","TLR2",426
"TIMP1","ITGAM",437
"TIMP1","S100A4",502
"TIMP1","CDH2",461
"TIMP1","TGFB1",882
"TIMP1","CD99",435
"TIMP1","MMP10",988
"TIMP1","CXCL11",418
"TIMP1","PDGFRB",453
"TIMP1","LBP",484
"TIMP1","F5",442
"TIMP1","CXCR2",611
"TIMP1","SMAD3",597
"TIMP1","CCL4",656
"TIMP1","PGF",479
"TIMP1","GJA1",582
"TIMP1","CCN2",816
"TIMP1","ERVFRD-1",677
"TIMP1","LOXL2",426
"TIMP1","FGF23",460
"TIMP1","NYX",452
"TIMP1","FN1",954
"TIMP1","FGG",496
"TIMP1","ELANE",507
"TIMP1","EGF",728
"TIMP1","CXCL9",478
"TIMP1","IGFBP2",493
"TIMP1","BMP1",403
"TIMP1","CXCL2",479
"TIMP1","PXDNL",526
"TIMP1","IL6",938
"TIMP1","FAM20C",534
"TIMP1","CDH1",555
"TIMP1","PDGFC",517
"TIMP1","IL4",720
"TIMP1","ANXA2",504
"TIMP1","FGF3",496
"TIMP1","ADIPOQ",631
"TIMP1","COL18A1",541
"TIMP1","EMP3",466
"TIMP1","ADAM12",450
"TIMP1","PTK2",417
"TIMP1","GPNMB",426
"TIMP1","MDK",470
"TIMP1","CD59",477
"TIMP1","LOXL1",478
"TIMP1","NGF",425
"TIMP1","SPP1",781
"TIMP1","FGF6",521
"TIMP1","APOE",476
"TIMP1","STAT3",772
"TIMP1","ANPEP",502
"TIMP1","SMAD4",446
"TIMP1","KDR",681
"TIMP1","COL1A2",671
"TIMP1","JUN",701
"TIMP1","CXCL10",744
"TIMP1","TP53",681
"TIMP1","ZNF157",667
"TIMP1","IL17A",713
"TIMP1","BDNF",604
"TIMP1","LCN2",850
"TIMP1","CXCL16",468
"TIMP1","MFAP4",551
"TIMP1","AREG",413
"TIMP1","ITGB2",607
"TIMP1","EDN1",696
"TIMP1","SAA1",584
"TIMP1","FGF20",496
"TIMP1","CTH",463
"TIMP1","APOB",418
"TIMP1","MIF",403
"GLA","GRIK2",438
"ATP12A","ATP1A3",725
"ATP12A","ABCC8",621
"ATP12A","F3",447
"MLNR","CCK",665
"ACP5","COL1A2",593
"ACP5","SPP1",701
"ACP5","COL1A1",528
"ACP5","CCK",435
"ACP5","MMP9",748
"ACP5","IBSP",658
"SGCG","COL6A2",566
"SGCG","FLNC",947
"SGCG","BGN",898
"MMP2","HMOX1",506
"MMP2","LAMC1",555
"MMP2","IGFBP3",801
"MMP2","COL5A2",596
"MMP2","COL5A1",796
"MMP2","COL4A1",821
"MMP2","CCK",633
"MMP2","TNC",514
"MMP2","COL6A3",494
"MMP2","SERPINE1",755
"MMP2","LUM",780
"MMP2","COL6A2",642
"MMP2","ACTA2",617
"MMP2","TIMP1",997
"MMP2","PLAUR",578
"MMP2","MMP9",918
"MMP2","PLAU",755
"MMP2","IBSP",936
"MMP2","COL1A2",853
"MMP2","SPP1",843
"MMP2","FN1",756
"MMP2","PLAT",641
"MMP2","COL4A2",783
"MMP2","CCL2",704
"MMP2","BGN",781
"MMP2","VIM",546
"MMP2","ICAM1",751
"MMP2","COL1A1",828
"MMP2","HSPG2",655
"MMP2","COL3A1",799
"MMP2","ITGA5",481
"MMP2","THBS1",985
"MMP2","CD44",971
"CORO1A","ACTA2",451
"CORO1A","MSN",515
"CBLN1","SNAP25",421
"CCL22","FN1",577
"CCL22","CCL2",914
"CCL22","COL1A2",455
"CCL22","MSR1",503
"CCL22","MMP9",674
"CCL22","PLAU",520
"CCL22","ICAM1",507
"CCL17","MMP9",455
"CCL17","TIMP1",601
"CCL17","ICAM1",524
"CCL17","CCL2",750
"CCL17","MSR1",436
"POLR2C","IGFBP3",480
"MMP15","CD44",550
"MMP15","HSPG2",826
"MMP15","FN1",461
"MMP15","TIMP1",677
"MMP15","MMP9",459
"CMC2","ICAM1",823
"ARHGDIG","MSN",429
"TSC2","COL1A1",433
"TSC2","COL3A1",422
"TSC2","COL5A1",539
"MEFV","KCNJ11",542
"MEFV","HMOX1",424
"MEFV","CCL2",507
"CDIPT","SERPINA1",832
"SLC6A2","SNAP25",466
"AQP9","HK3",498
"CSK","CCL2",422
"CSK","FN1",604
"EHD4","SNAP25",498
"AGO2","CCK",654
"AGO2","COL1A1",516
"RIPK2","CD44",430
"RIPK2","CCL2",416
"SFRP1","THBS1",569
"SFRP1","BGN",464
"SFRP1","WNT7B",963
"SFRP1","COL4A1",527
"SFRP1","IGFBP3",403
"PLAT","GRB2",536
"PLAT","ICAM1",591
"PLAT","INS",727
"PLAT","PECAM1",502
"PLAT","FGA",880
"PLAT","TIMP2",751
"PLAT","FGF4",496
"PLAT","CASP1",641
"PLAT","ECE1",450
"PLAT","AGT",577
"PLAT","SH2D3A",435
"PLAT","PF4",506
"PLAT","SERPINF2",948
"PLAT","FGF10",495
"PLAT","AIF1",428
"PLAT","PKD1",712
"PLAT","FGF16",495
"PLAT","TFPI",788
"PLAT","HSPG2",574
"PLAT","IL1A",506
"PLAT","IGF1",401
"PLAT","F7",470
"PLAT","GAPDH",427
"PLAT","CASP3",444
"PLAT","ECM1",409
"PLAT","ACTB",457
"PLAT","ANXA8",591
"PLAT","PRKD1",530
"PLAT","SERPINE2",878
"PLAT","CD209",439
"PLAT","MMP13",602
"PLAT","CPB1",652
"PLAT","CD4",942
"PLAT","LOXHD1",792
"PLAT","SRGN",485
"PLAT","CSTA",551
"PLAT","ESR1",528
"PLAT","SIRT1",527
"PLAT","ESR2",418
"PLAT","P2RY12",448
"PLAT","SOS1",469
"PLAT","IL1B",624
"PLAT","TNF",625
"PLAT","REN",539
"PLAT","GP6",422
"PLAT","THBS1",557
"PLAT","LRP2",578
"PLAT","MMP1",661
"PLAT","CD40LG",402
"PLAT","ADAMTS13",582
"PLAT","NOS3",523
"PLAT","PXDN",507
"PLAT","SOS2",421
"PLAT","CLDN5",489
"PLAT","KNG1",674
"PLAT","CALR",468
"PLAT","IFNA2",479
"PLAT","FGF20",495
"PLAT","OCLN",550
"PLAT","APOB",447
"PLAT","GSK3B",563
"PLAT","HSPA4",531
"PLAT","EDN1",739
"PLAT","GRAP",449
"PLAT","SRC",402
"PLAT","PF4V1",447
"PLAT","BDNF",757
"PLAT","KDR",421
"PLAT","F3",932
"PLAT","S100A10",987
"PLAT","JUN",405
"PLAT","SERPINA10",696
"PLAT","CD207",420
"PLAT","APOE",639
"PLAT","FGF6",495
"PLAT","NCK1",433
"PLAT","NGF",540
"PLAT","SERPIND1",550
"PLAT","ITGA2B",602
"PLAT","CLEC3B",676
"PLAT","ANXA2",997
"PLAT","SELP",783
"PLAT","FGF3",495
"PLAT","IL6",737
"PLAT","PDGFC",805
"PLAT","PXDNL",476
"PLAT","EGF",762
"PLAT","",499
"PLAT","FN1",867
"PLAT","APOH",428
"PLAT","LAMA3",562
"PLAT","CCN2",496
"PLAT","GJA1",504
"PLAT","SERPING1",681
"PLAT","TAGLN",474
"PLAT","TGFB1",464
"PLAT","PROCR",578
"PLAT","C1S",579
"PLAT","NTRK2",455
"PLAT","SERPINC1",914
"PLAT","FGB",414
"PLAT","FGF18",493
"PLAT","CCL2",575
"PLAT","CX3CL1",519
"PLAT","MPO",507
"PLAT","HIF1A",434
"PLAT","FURIN",482
"PLAT","MMP3",837
"PLAT","VCAM1",756
"PLAT","F8",660
"PLAT","VWF",934
"PLAT","FGF17",495
"PLAT","APP",674
"PLAT","CCL26",476
"PLAT","ALB",634
"PLAT","CTSB",715
"PLAT","SLAMF7",409
"PLAT","IFNG",447
"PLAT","SERPINA1",481
"PLAT","CSPG4",451
"PLAT","LUM",414
"PLAT","FGF9",495
"PLAT","HRG",703
"PLAT","FGF22",495
"PLAT","MAPK3",423
"PLAT","CSF3",405
"PLAT","CD163",564
"PLAT","CD63",603
"PLAT","IGLL5",946
"PLAT","ANGPT2",603
"PLAT","SERPINA5",806
"PLAT","AKT1",525
"PLAT","PLGRKT",761
"PLAT","KRT8",405
"PLAT","MMP9",893
"PLAT","PLAUR",851
"PLAT","TIMP1",562
"PLAT","IGHV3OR16-17",516
"PLAT","PLAU",837
"PLAT","FGF8",478
"PLAT","RBFOX3",416
"PLAT","MMP16",511
"PLAT","FGF5",494
"PLAT","IL10",489
"PLAT","LDLRAD3",405
"PLAT","CXCL8",511
"PLAT","TIMP3",431
"PLAT","EPO",513
"PLAT","ANXA2R",520
"PLAT","PKD1L1",608
"PLAT","LAMC2",461
"PLAT","LCP2",654
"PLAT","VTN",881
"PLAT","SELE",600
"PLAT","TFPI2",528
"PLAT","ECE2",427
"PLAT","F2R",602
"PLAT","MMP2",641
"PLAT","KLK8",606
"PLAT","VAV1",446
"PLAT","SERPINI1",874
"PLAT","TLR4",436
"PLAT","LRP1B",516
"PLAT","TJP1",422
"PLAT","ACE",676
"PLAT","SERPINB6",731
"PLAT","PTGS2",410
"PLAT","PRNP",539
"PLAT","MAP2",487
"PLAT","DCN",513
"PLAT","PKD1L3",679
"PLAT","SULT1A3",511
"PLAT","PROZ",529
"PLAT","F2",699
"PLAT","MRC1",594
"PLAT","C1R",531
"PLAT","SULT1A4",507
"PLAT","GRAP2",727
"PLAT","CRP",723
"PLAT","CPB2",920
"PLAT","MYOC",542
"PLAT","C3",446
"PLAT","PLG",998
"PLAT","LAMA4",467
"PLAT","HMGB1",549
"PLAT","A2M",671
"PLAT","F10",560
"PLAT","CLU",566
"PLAT","LPL",445
"PLAT","FGF7",495
"PLAT","LRP1",987
"PLAT","OGFOD1",506
"PLAT","MRS2",474
"PLAT","ACE2",529
"PLAT","AGTR1",423
"PLAT","ENO1",498
"PLAT","PPBP",482
"PLAT","SERPINF1",818
"PLAT","PDGFD",554
"PLAT","LEP",406
"PLAT","CTNNB1",464
"PLAT","FGF2",522
"PLAT","THBD",913
"PLAT","SERPINB2",989
"PLAT","HSPA5",568
"PLAT","SERPINE1",999
"DKK4","WNT7B",787
"DCTN6","ACTG2",684
"DCTN6","ACTA2",684
"GSR","GRIK2",606
"GSR","GRIN1",563
"GSR","GRIA4",896
"GSR","HMOX1",761
"GSR","GRIA2",793
"NEFM","VIM",900
"NEFM","SNAP25",535
"NEFM","MYL9",413
"RELB","MMP9",494
"RELB","CCL2",553
"RELB","ICAM1",651
"CLASRP","FLNC",546
"LIN7B","GRIN1",521
"LIN7B","CPLX1",522
"LIN7B","SNAP25",603
"LIN7B","GRIK2",475
"SLC17A7","SNAP25",850
"SLC17A7","GRIK2",454
"SLC17A7","CACNA1A",441
"SLC17A7","CCK",507
"SLC17A7","SLC1A6",518
"SLC17A7","GRIN1",824
"SLC17A7","GRIA4",550
"SLC17A7","GABBR1",418
"SLC17A7","GRIA2",822
"SLC17A7","ATP1A3",424
"SLC17A7","CPLX1",714
"SLC17A7","GABRD",431
"AMH","CD44",457
"RETN","MMP9",621
"RETN","TIMP1",510
"RETN","HK3",413
"RETN","ICAM1",515
"RETN","SOCS3",486
"RETN","SERPINE1",774
"RETN","CCL2",712
"TLE5","HES6",431
"SGTA","HMOX1",522
"SLC1A6","RGS11",437
"SLC1A6","LPAR1",492
"SLC1A6","MAP1B",431
"SLC1A6","KAT5",911
"SLC1A6","GRM3",437
"SLC1A6","GRM8",403
"SLC1A6","SLC3A1",464
"SLC1A6","GRM5",410
"SLC1A6","RGS10",439
"SLC1A6","SLC6A5",499
"SLC1A6","MAP1A",518
"SLC1A6","SLC38A4",468
"SLC1A6","RGS4",465
"SLC1A6","CALB1",413
"SLC1A6","SLC38A3",417
"SLC1A6","GRIK1",449
"SLC1A6","SPTBN1",588
"SLC1A6","ARHGEF1",426
"SLC1A6","SLC38A1",424
"SLC1A6","SLC7A11",458
"SLC1A6","SLC7A9",409
"SLC1A6","DAO",472
"SLC1A6","SLC6A14",446
"SLC1A6","GRM2",455
"SLC1A6","RORA",902
"SLC1A6","RGS13",436
"SLC1A6","SLC7A1",412
"SLC1A6","RGS16",438
"SLC1A6","SLC32A1",417
"SLC1A6","SLC17A7",518
"SLC1A6","LRRFIP1",413
"SLC1A6","SLC7A8",423
"SLC1A6","MAP1S",508
"SLC1A6","RGS6",434
"SLC1A6","SLC17A8",453
"SLC1A6","SLC17A6",473
"SLC1A6","GLUL",494
"SLC1A6","SLC7A6",504
"SLC1A6","SLC3A2",550
"SLC1A6","GRIA1",463
"SLC1A6","RGS20",477
"SLC1A6","CHRM1",431
"SLC1A6","SPTBN2",950
"SLC1A6","GRM4",435
"SLC1A6","RGS7",446
"SLC1A6","SPTB",648
"SLC1A6","GRIN2C",439
"SLC1A6","SLC7A5",460
"SLC1A6","MCHR1",578
"SLC1A6","SLC20A2",402
"SLC1A6","RGS21",468
"SLC1A6","RGS8",508
"SLC1A6","SLC1A1",943
"SLC1A6","SLC6A13",416
"SLC1A6","SLC38A2",512
"SLC1A6","SLC5A1",408
"SLC1A6","RGS19",436
"SLC1A6","GRM1",500
"SLC1A6","ARHGEF11",914
"SLC1A6","RGS5",470
"SLC1A6","SLC6A1",474
"SLC1A6","GRIN2D",418
"SLC1A6","SLC15A1",486
"SLC1A6","SLC13A2",443
"SLC1A6","GRID2",713
"SLC1A6","GRIN2A",444
"SLC1A6","GRIN2B",451
"SLC1A6","RGS17",497
"SLC1A6","RGS12",429
"SLC1A6","RGS18",438
"SLC1A6","SLC2A1",443
"FBL","FN1",560
"FBL","F3",620
"TBCB","TUBA1C",718
"FSD1","FN1",497
"APLP1","GRIN1",514
"APLP1","HMOX1",424
"TGFB1","SPP1",716
"TGFB1","F3",422
"TGFB1","COL1A2",804
"TGFB1","FCGR2A",416
"TGFB1","FN1",969
"TGFB1","BGN",978
"TGFB1","CCL2",851
"TGFB1","SOCS3",634
"TGFB1","PLAT",464
"TGFB1","ACTN1",513
"TGFB1","ICAM1",730
"TGFB1","VIM",655
"TGFB1","HSPG2",750
"TGFB1","COL1A1",802
"TGFB1","ITGA5",571
"TGFB1","COL3A1",748
"TGFB1","CD44",747
"TGFB1","THBS1",985
"TGFB1","LAMC1",745
"TGFB1","HMOX1",646
"TGFB1","IGFBP3",521
"TGFB1","MSR1",402
"TGFB1","TNC",468
"TGFB1","CCK",634
"TGFB1","COL4A1",522
"TGFB1","COL5A1",659
"TGFB1","SERPINE1",798
"TGFB1","SERPINA1",639
"TGFB1","ACTA2",705
"TGFB1","NPPA",591
"TGFB1","LUM",752
"TGFB1","PLAU",599
"TGFB1","TIMP1",882
"TGFB1","PLAUR",459
"TGFB1","MMP9",968
"TGFB1","FCGR2B",412
"TGFB1","IBSP",475
"CEACAM4","HK3",438
"PLIN3","PLAUR",428
"CD79A","FN1",509
"CD79A","MYL9",410
"CD79A","CD44",471
"CD79A","FCGR2B",463
"LIM2","ATP6V1G2",877
"LIM2","EMP1",604
"NKG7","MSR1",610
"NKG7","MYL9",430
"ICAM5","MSN",524
"CEACAM5","MMP9",409
"CEACAM5","SERPINA1",693
"CEACAM5","FN1",657
"CEACAM5","F3",448
"CEACAM5","CD44",643
"CEACAM5","ICAM1",632
"RABAC1","VIM",432
"CNFN","ACTG2",470
"HAS1","CD44",761
"EPOR","SOCS3",906
"EPOR","EMP1",610
"PIK3R2","SOCS3",586
"PIK3R2","FCGR2A",499
"RAB3A","ATP6V1G2",418
"RAB3A","CPLX1",771
"RAB3A","GRIN1",410
"RAB3A","SNAP25",932
"RAB3A","CPLX2",596
"COMP","BGN",724
"COMP","FN1",958
"COMP","SPP1",432
"COMP","COL1A2",551
"COMP","THBS1",449
"COMP","COL3A1",526
"COMP","ITGA5",710
"COMP","COL1A1",636
"COMP","HSPG2",438
"COMP","TNC",426
"COMP","IGFBP3",493
"COMP","IBSP",464
"COMP","MMP9",445
"COMP","LUM",586
"GAPDHS","ALDOC",970
"GAPDHS","HK3",423
"USF2","SERPINE1",410
"GSK3A","FCGR2B",491
"PON1","MSR1",581
"PON1","HMOX1",534
"PON1","CCL2",459
"PON1","SERPINE1",406
"PON1","SERPINA1",508
"PON1","ICAM1",401
"HGF","TIMP1",745
"HGF","MMP9",799
"HGF","PLAUR",440
"HGF","SERPINA1",463
"HGF","SERPINE1",832
"HGF","IGFBP3",608
"HGF","HMOX1",442
"HGF","LAMC1",449
"HGF","CD44",964
"HGF","THBS1",550
"HGF","LAMB1",455
"HGF","HSPG2",746
"HGF","ICAM1",524
"HGF","CCL2",678
"HGF","FN1",967
"HGF","SPP1",583
"LAMB1","COL3A1",685
"LAMB1","MET",509
"LAMB1","DSCAML1",439
"LAMB1","ITGA6",977
"LAMB1","TMPRSS6",402
"LAMB1","TNN",573
"LAMB1","FAM20A",467
"LAMB1","DMD",774
"LAMB1","ITGA5",788
"LAMB1","COL4A5",485
"LAMB1","ITGA8",741
"LAMB1","SOS2",549
"LAMB1","CD44",923
"LAMB1","MMRN1",545
"LAMB1","CACNA1A",590
"LAMB1","THBS1",595
"LAMB1","COL11A1",422
"LAMB1","ITGA4",724
"LAMB1","ITGA9",758
"LAMB1","ITGB5",866
"LAMB1","COL8A1",455
"LAMB1","CD81",411
"LAMB1","NTNG1",607
"LAMB1","PYCR1",417
"LAMB1","COL14A1",624
"LAMB1","SV2A",683
"LAMB1","COL1A1",734
"LAMB1","ITGA3",803
"LAMB1","ASTN1",426
"LAMB1","ECM1",410
"LAMB1","HSPG2",782
"LAMB1","SV2B",700
"LAMB1","LAMC3",968
"LAMB1","L1CAM",591
"LAMB1","LAMA3",950
"LAMB1","LAMA1",983
"LAMB1","FBLN1",409
"LAMB1","FN1",574
"LAMB1","COL4A4",436
"LAMB1","SPARC",445
"LAMB1","ITGA1",856
"LAMB1","LAMB4",594
"LAMB1","COL4A2",738
"LAMB1","PRX",524
"LAMB1","NID1",892
"LAMB1","NTNG2",541
"LAMB1","COL16A1",431
"LAMB1","COL7A1",491
"LAMB1","ITGB8",786
"LAMB1","COL1A2",599
"LAMB1","ATG16L1",528
"LAMB1","FAM20C",517
"LAMB1","COL18A1",700
"LAMB1","PTK2",705
"LAMB1","ITGA2B",671
"LAMB1","LGALS9",448
"LAMB1","NTN4",595
"LAMB1","ITGB3",838
"LAMB1","COLEC12",465
"LAMB1","PLAUR",575
"LAMB1","ITGAV",787
"LAMB1","PLAU",628
"LAMB1","FBN1",539
"LAMB1","ITGA10",817
"LAMB1","VTN",685
"LAMB1","HGF",455
"LAMB1","LAMC2",892
"LAMB1","NID2",928
"LAMB1","SLC26A3",469
"LAMB1","LAMB2",783
"LAMB1","ITGB1",974
"LAMB1","PLEC",468
"LAMB1","ITGB6",749
"LAMB1","ITGA7",791
"LAMB1","PRKAR2B",511
"LAMB1","COL15A1",631
"LAMB1","EMILIN1",574
"LAMB1","COL6A2",842
"LAMB1","UTRN",545
"LAMB1","LAMA5",998
"LAMB1","LUM",486
"LAMB1","ARL4A",601
"LAMB1","ITGA2",784
"LAMB1","SV2C",699
"LAMB1","DRP2",499
"LAMB1","COL5A1",613
